ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
3285,F,N,N,0,310500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8395,-6935,0,0,1,Laborers,1,0,3,3,21,1
3286,M,Y,N,3,52600.0,Working,Lower secondary,Married,House / apartment,-23360,-14235,0,1,0,High skill tech staff,5,0,0,1,58,1
3287,M,N,N,0,51300.0,Working,Secondary / secondary special,Married,With parents,-23360,-5840,0,0,0,Medicine staff,2,1,0,0,11,1
3288,F,Y,Y,1,22700.0,Working,Secondary / secondary special,Married,House / apartment,-13140,365243,1,0,0,Managers,3,1,1,1,23,1
3289,F,N,N,2,23600.0,Working,Secondary / secondary special,Married,With parents,-12410,-4380,0,0,0,Laborers,4,0,0,1,21,1
3290,M,N,N,0,46800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21900,-6205,0,1,1,Cleaning staff,1,1,3,0,39,0
3291,M,N,N,1,58000.0,Pensioner,Higher education,Married,House / apartment,-23725,365243,0,1,0,Cleaning staff,3,1,3,1,11,1
3292,F,Y,N,2,69600.0,Working,Higher education,Single / not married,House / apartment,-24820,-4015,0,0,1,Cleaning staff,3,0,0,1,33,1
3293,M,N,N,4,55200.0,State servant,Secondary / secondary special,Married,House / apartment,-24455,-4015,0,1,0,Other,6,1,0,0,52,1
3294,F,N,N,1,27100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24090,365243,0,1,1,Cooking staff,3,1,0,1,50,1
3295,F,Y,N,0,20000.0,Pensioner,Higher education,Married,Rented apartment,-9125,365243,0,1,0,Cooking staff,2,1,1,0,32,1
3296,M,Y,Y,1,46600.0,Student,Secondary / secondary special,Married,House / apartment,-16425,-9855,0,0,1,Medicine staff,3,1,3,0,41,0
3297,F,N,Y,1,37500.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-8760,0,0,0,High skill tech staff,3,1,0,0,13,1
3298,M,Y,N,1,26100.0,Commercial associate,Incomplete higher,Married,With parents,-17885,-7300,0,1,0,Other,3,0,1,0,40,1
3299,M,N,Y,2,74200.0,Pensioner,Higher education,Married,With parents,-13505,365243,0,0,0,Cooking staff,4,0,2,3,31,1
3300,F,Y,N,0,22300.0,Working,Higher education,Widow,House / apartment,-10585,-2920,0,0,1,Medicine staff,1,1,0,1,45,1
3301,M,N,N,0,66700.0,Commercial associate,Secondary / secondary special,Married,With parents,-13870,-12410,0,1,0,Core staff,2,0,1,0,29,1
3302,F,Y,N,1,24200.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-11680,-12775,1,1,0,High skill tech staff,2,0,0,0,20,1
3303,F,N,N,3,52400.0,Working,Incomplete higher,Single / not married,House / apartment,-23725,-10220,1,1,1,Other,4,1,1,2,32,1
3304,M,Y,Y,0,78200.0,State servant,Secondary / secondary special,Married,House / apartment,-25185,-14235,0,0,0,Core staff,2,0,4,1,32,1
3305,M,Y,N,3,41400.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-21535,-5840,0,0,0,High skill tech staff,4,2,0,0,21,0
3306,M,Y,N,3,114100.0,Working,Secondary / secondary special,Separated,House / apartment,-17520,-13140,0,0,0,High skill tech staff,4,2,0,1,59,1
3307,M,N,Y,2,127900.0,State servant,Secondary / secondary special,Married,Co-op apartment,-18980,-2555,0,0,0,Cooking staff,4,0,1,3,2,1
3308,M,Y,Y,2,55200.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-1460,0,0,1,Accountants,4,0,1,3,1,0
3309,M,N,N,2,64300.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-21900,-8030,0,0,0,Laborers,4,1,1,3,40,1
3310,F,Y,N,2,83300.0,State servant,Secondary / secondary special,Married,House / apartment,-7665,-3285,0,0,0,Laborers,4,0,0,1,10,1
3311,F,Y,N,1,64400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11680,365243,0,0,0,Laborers,2,0,1,1,5,1
3312,F,N,Y,0,61000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15330,-5475,0,1,1,Drivers,2,0,1,0,14,1
3313,F,N,Y,0,37700.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-10220,-9490,1,1,0,Laborers,2,0,2,2,27,1
3314,M,N,Y,0,21100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-11315,1,0,1,Sales staff,2,1,3,2,10,1
3315,M,N,Y,0,24500.0,Working,Secondary / secondary special,Married,Rented apartment,-21170,-14235,0,0,0,Laborers,2,0,1,1,31,0
3316,F,N,N,0,161300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16060,-12410,0,0,0,Accountants,2,1,1,0,39,1
3317,F,N,Y,2,57600.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-13140,0,0,1,Medicine staff,4,2,1,0,29,0
3318,M,N,N,1,43400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21535,-8395,1,1,1,Managers,3,0,2,2,13,1
3319,F,Y,N,0,92200.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-22265,-10950,0,1,0,Security staff,2,2,1,3,47,0
3320,F,N,N,2,33700.0,Commercial associate,Secondary / secondary special,Married,With parents,-17520,-12410,0,1,0,Medicine staff,4,1,3,0,34,1
3321,F,N,Y,0,65600.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11680,-5475,0,1,1,Accountants,1,0,2,0,8,1
3322,M,N,N,0,50900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18615,365243,0,0,0,Cleaning staff,2,0,1,1,43,1
3323,F,Y,Y,2,61700.0,Commercial associate,Higher education,Separated,House / apartment,-21170,-12775,0,1,0,Security staff,3,0,2,0,12,1
3324,F,Y,Y,0,41400.0,Working,Higher education,Married,With parents,-21170,-4015,1,0,0,Cooking staff,2,0,3,4,33,0
3325,F,N,Y,1,30300.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-5475,0,0,0,Sales staff,3,0,1,1,16,1
3326,F,Y,N,0,32500.0,Working,Secondary / secondary special,Widow,House / apartment,-10585,-1460,0,0,1,Other,1,0,2,2,6,1
3327,F,N,Y,0,33100.0,Commercial associate,Secondary / secondary special,Married,With parents,-15330,-1460,0,1,0,Core staff,2,0,1,2,26,0
3328,F,Y,Y,2,48900.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-6935,0,0,0,Cooking staff,4,0,1,2,58,0
3329,M,N,Y,0,22500.0,Pensioner,Higher education,Married,With parents,-8760,365243,0,0,0,Drivers,2,0,3,1,48,1
3330,F,Y,Y,3,26300.0,Working,Higher education,Married,House / apartment,-17885,-12775,1,1,0,Cooking staff,5,0,1,1,41,1
3331,F,N,Y,0,52500.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-11315,0,1,1,Security staff,2,0,0,2,11,1
3332,F,Y,N,0,46000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10950,365243,1,1,0,Core staff,2,0,0,0,25,1
3333,M,N,N,2,53900.0,Working,Secondary / secondary special,Separated,House / apartment,-22630,-3650,0,1,0,Core staff,3,1,0,1,12,1
3334,M,N,N,3,47900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14965,-3650,1,1,0,Drivers,4,1,2,2,22,1
3335,F,Y,N,0,172700.0,State servant,Secondary / secondary special,Married,With parents,-8760,-9855,0,1,1,Security staff,2,1,0,2,9,1
3336,F,N,N,0,52200.0,Commercial associate,Secondary / secondary special,Married,With parents,-16060,-4015,0,1,0,Security staff,2,1,2,2,39,1
3337,F,Y,Y,1,40600.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-14965,-10950,1,1,0,Cooking staff,3,0,1,1,11,1
3338,F,Y,N,0,51600.0,Pensioner,Incomplete higher,Married,House / apartment,-13870,365243,0,0,1,Managers,2,0,3,0,23,0
3339,F,N,N,0,81600.0,Working,Higher education,Married,Rented apartment,-16790,-10585,0,1,1,Other,2,1,1,2,58,1
3340,F,N,Y,2,47800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10220,-6935,1,0,0,Security staff,4,3,1,1,2,0
3341,F,Y,N,1,69000.0,Working,Secondary / secondary special,Married,House / apartment,-15695,-9490,1,1,0,Other,3,0,1,1,52,1
3342,F,Y,N,0,59800.0,Working,Secondary / secondary special,Married,House / apartment,-24455,-8760,0,1,0,Laborers,2,2,0,1,34,1
3343,F,Y,N,0,42400.0,Working,Higher education,Single / not married,With parents,-10585,-12045,1,0,0,Security staff,1,1,0,1,24,0
3344,M,N,N,3,51800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16425,-12410,0,1,0,Cleaning staff,5,0,0,1,50,1
3345,F,Y,Y,1,109000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20440,365243,0,0,1,Accountants,2,2,1,2,56,1
3346,F,N,N,1,55400.0,Pensioner,Higher education,Married,House / apartment,-18980,365243,0,0,1,Security staff,3,0,2,2,30,1
3347,M,N,Y,0,29900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9855,-13870,1,1,0,Cleaning staff,1,2,2,0,1,0
3348,M,Y,N,0,41800.0,Working,Secondary / secondary special,Married,House / apartment,-19345,-2555,1,0,0,Cooking staff,2,0,0,1,30,1
3349,M,Y,N,0,20000.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-18615,-6570,0,1,0,Drivers,2,2,1,1,39,1
3350,M,N,N,0,52500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-13505,365243,0,1,0,High skill tech staff,1,2,0,0,20,0
3351,M,Y,Y,0,94500.0,Working,Higher education,Married,Municipal apartment,-20075,-5475,0,1,0,Laborers,2,0,1,0,23,1
3352,M,Y,Y,0,25100.0,Working,Incomplete higher,Married,Municipal apartment,-15330,-6570,1,0,1,Core staff,2,0,3,2,50,1
3353,F,Y,Y,1,52800.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17885,-5110,0,1,1,Laborers,3,2,3,0,53,0
3354,F,N,Y,1,80200.0,Working,Higher education,Single / not married,House / apartment,-13870,-10220,0,1,1,Laborers,2,1,2,2,39,1
3355,M,N,N,0,84600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24455,-5110,0,1,0,Accountants,2,0,2,1,6,1
3356,M,Y,N,1,93000.0,Working,Higher education,Married,Municipal apartment,-10950,-10220,0,0,0,Sales staff,3,0,1,2,49,1
3357,F,Y,N,1,20000.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-5840,0,0,0,Laborers,3,1,1,0,15,0
3358,M,N,N,0,63100.0,Working,Lower secondary,Married,House / apartment,-9855,-5110,0,1,0,Laborers,2,0,0,0,50,1
3359,F,N,Y,0,23100.0,State servant,Secondary / secondary special,Married,House / apartment,-21170,-14235,0,1,1,Accountants,2,3,2,1,23,1
3360,F,N,Y,1,29800.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-3650,0,1,0,Cleaning staff,3,0,0,0,15,0
3361,F,N,Y,0,73900.0,Working,Higher education,Married,House / apartment,-16790,-730,0,1,0,Other,2,0,0,0,5,1
3362,M,N,N,0,53100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13870,-4380,0,0,0,Drivers,2,0,1,0,31,0
3363,F,N,N,0,70500.0,Commercial associate,Secondary / secondary special,Separated,With parents,-13870,-13505,0,1,0,Laborers,1,0,6,3,7,0
3364,M,Y,N,0,30800.0,Commercial associate,Secondary / secondary special,Married,With parents,-9490,-2920,0,1,0,Medicine staff,2,0,1,0,55,1
3365,F,Y,Y,3,102400.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-6935,0,0,0,High skill tech staff,5,2,5,2,31,0
3366,F,N,Y,1,69200.0,State servant,Secondary / secondary special,Married,House / apartment,-22995,-9125,0,1,0,Drivers,3,0,0,2,37,1
3367,M,N,N,0,76500.0,Working,Higher education,Widow,With parents,-16425,-4015,0,0,0,High skill tech staff,1,0,0,1,27,1
3368,M,N,Y,3,28600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22265,-10950,0,1,0,Medicine staff,4,1,3,1,46,1
3369,M,Y,N,1,88100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-365,0,0,0,Other,3,0,2,2,44,1
3370,F,N,Y,1,41900.0,Working,Higher education,Single / not married,House / apartment,-18250,-11680,0,0,0,Security staff,2,1,1,2,26,0
3371,M,N,Y,0,36100.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14235,-5475,1,1,0,Cleaning staff,1,0,1,2,39,1
3372,F,Y,N,1,67000.0,Pensioner,Higher education,Separated,With parents,-14965,365243,1,1,0,Cleaning staff,2,1,2,0,50,1
3373,M,N,Y,0,65600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13140,-5840,0,1,0,Security staff,2,1,1,2,48,1
3374,F,N,N,0,32100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20075,365243,0,1,0,Cleaning staff,2,0,3,0,36,1
3375,F,N,N,0,137100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9855,-11315,0,0,0,Sales staff,2,0,3,0,37,1
3376,F,N,Y,0,121400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22630,365243,1,1,0,Laborers,1,0,2,2,28,1
3377,F,N,N,0,66300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-14235,365243,1,0,1,Cooking staff,1,1,1,2,35,1
3378,M,N,N,0,60800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21170,-5840,0,0,1,High skill tech staff,2,0,2,1,3,0
3379,M,Y,Y,2,57800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16790,-3285,1,1,1,Accountants,4,0,0,0,19,1
3380,F,Y,N,0,22600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22265,-9125,0,1,0,High skill tech staff,2,1,1,3,18,1
3381,M,N,N,2,51900.0,Commercial associate,Lower secondary,Married,House / apartment,-13870,-9855,0,1,1,Drivers,4,0,2,2,30,1
3382,M,N,Y,1,51500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11680,-9855,0,1,1,Cooking staff,3,0,3,1,27,1
3383,M,N,N,0,36800.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-8030,0,0,1,Cleaning staff,2,0,1,1,54,1
3384,M,N,Y,0,42000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16790,365243,1,0,0,Drivers,1,0,1,1,17,1
3385,M,Y,N,3,20000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-9125,-5840,0,1,1,Other,5,2,0,1,12,1
3386,F,N,N,0,28300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21170,-2555,0,0,0,Cooking staff,1,0,1,0,33,1
3387,M,Y,Y,1,77700.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-5110,1,1,0,Sales staff,3,1,1,0,32,1
3388,F,N,Y,1,116500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9490,-8030,0,0,0,Managers,3,1,0,1,42,0
3389,M,N,Y,0,30600.0,State servant,Secondary / secondary special,Married,House / apartment,-7665,-4745,1,1,1,Cooking staff,2,1,2,0,49,1
3390,F,N,Y,0,53700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11315,365243,0,0,1,Sales staff,2,0,0,1,59,0
3391,M,Y,N,0,84900.0,Commercial associate,Higher education,Separated,House / apartment,-13140,-9490,1,0,1,Security staff,1,0,1,0,43,1
3392,F,Y,N,2,37800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16790,-4380,0,0,1,Sales staff,4,1,1,1,15,0
3393,F,N,Y,2,68700.0,Working,Secondary / secondary special,Married,Co-op apartment,-21535,-13870,0,0,0,Other,4,2,1,1,3,0
3394,M,N,N,3,48200.0,Working,Secondary / secondary special,Separated,House / apartment,-25185,-8760,1,1,0,Drivers,4,1,2,1,51,1
3395,F,N,N,0,88900.0,Working,Higher education,Widow,House / apartment,-13870,-9125,1,1,0,High skill tech staff,1,0,2,0,50,1
3396,F,Y,N,0,25800.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-20440,-3650,0,0,1,Medicine staff,2,0,0,0,27,0
3397,F,N,N,0,28200.0,State servant,Secondary / secondary special,Married,Rented apartment,-20805,-13505,1,1,0,Cooking staff,2,0,0,3,58,1
3398,F,N,N,3,56400.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-2920,0,0,1,High skill tech staff,5,0,1,0,53,1
3399,M,Y,Y,0,51400.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-19345,-11680,0,1,1,High skill tech staff,2,1,2,0,9,1
3400,F,N,Y,0,47700.0,State servant,Secondary / secondary special,Married,With parents,-7665,-5475,0,0,0,High skill tech staff,2,1,4,1,39,0
3401,M,Y,N,2,65400.0,Working,Secondary / secondary special,Widow,House / apartment,-17155,-6935,1,0,0,Laborers,3,0,0,0,9,1
3402,M,N,Y,0,30800.0,Working,Secondary / secondary special,Separated,House / apartment,-20805,-2190,0,0,0,Cooking staff,1,0,0,0,59,1
3403,F,N,N,1,24700.0,Working,Incomplete higher,Separated,House / apartment,-15330,-11680,0,1,0,Cleaning staff,2,0,2,1,7,1
3404,M,N,N,0,38200.0,Working,Higher education,Married,House / apartment,-14235,-4380,1,0,1,High skill tech staff,2,2,0,0,58,1
3405,F,N,N,0,40400.0,Commercial associate,Higher education,Single / not married,House / apartment,-12045,-12410,1,0,1,Laborers,1,0,2,1,56,1
3406,F,N,Y,2,42500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20805,-1095,0,1,1,Core staff,4,2,3,1,37,0
3407,F,Y,Y,1,92500.0,Commercial associate,Incomplete higher,Married,With parents,-8395,-10950,1,1,1,Medicine staff,3,0,2,0,6,1
3408,F,N,Y,0,72100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17155,365243,1,0,0,Medicine staff,2,0,2,1,44,1
3409,M,N,Y,0,64000.0,Working,Secondary / secondary special,Single / not married,With parents,-20075,-730,0,1,0,Core staff,1,0,0,1,3,1
3410,M,Y,Y,0,54800.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-9490,0,0,0,Other,2,0,2,0,41,1
3411,M,Y,N,1,39500.0,Commercial associate,Higher education,Separated,House / apartment,-14600,-11315,1,0,1,Sales staff,2,0,0,1,31,1
3412,M,N,Y,0,32000.0,Working,Secondary / secondary special,Married,With parents,-16790,-13505,0,1,1,High skill tech staff,2,0,0,0,13,1
3413,M,Y,Y,1,26900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24090,-1825,1,0,0,Managers,3,0,1,2,18,0
3414,M,Y,Y,0,34600.0,Commercial associate,Lower secondary,Widow,With parents,-20075,-2555,0,1,0,Security staff,1,0,2,0,2,1
3415,F,N,Y,2,48000.0,Working,Secondary / secondary special,Widow,With parents,-14965,-8395,0,0,1,Accountants,3,1,1,0,28,0
3416,F,Y,Y,0,27500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18980,-5110,1,0,0,Cooking staff,1,0,2,2,11,0
3417,M,N,Y,2,53400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15330,-8760,1,1,0,Security staff,4,2,2,0,45,1
3418,F,Y,N,0,44500.0,Working,Secondary / secondary special,Widow,House / apartment,-12410,-9490,0,0,0,Accountants,1,2,2,1,5,0
3419,M,N,Y,0,40200.0,Pensioner,Higher education,Separated,With parents,-17885,365243,0,0,0,High skill tech staff,1,0,1,3,17,1
3420,M,N,N,3,87600.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-18615,-6935,0,0,1,Managers,4,1,2,0,11,0
3421,F,N,N,0,20000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13505,-1460,0,1,1,Medicine staff,1,0,0,1,37,1
3422,F,Y,Y,0,40500.0,State servant,Secondary / secondary special,Married,House / apartment,-15695,-13505,0,0,0,Other,2,0,0,0,54,1
3423,F,N,N,0,20000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-2190,0,0,0,Other,2,0,0,2,38,1
3424,M,N,Y,0,55200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16425,-1460,0,0,1,High skill tech staff,2,2,1,0,43,1
3425,F,N,Y,1,71800.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-13870,-9855,0,0,0,Cooking staff,2,0,1,0,9,0
3426,F,Y,Y,0,24900.0,Working,Incomplete higher,Civil marriage,House / apartment,-13140,-13140,0,1,0,Drivers,2,0,0,0,3,1
3427,F,Y,Y,1,26600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8030,-10220,0,0,0,High skill tech staff,3,2,1,0,15,1
3428,F,N,Y,1,21000.0,Working,Higher education,Married,With parents,-16790,-13140,0,0,0,Other,3,0,1,3,57,1
3429,F,Y,Y,1,50600.0,Commercial associate,Incomplete higher,Married,House / apartment,-19710,-2190,1,0,1,High skill tech staff,3,2,4,1,43,0
3430,F,N,N,0,41300.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-9125,1,0,1,Core staff,2,1,1,1,22,1
3431,F,Y,N,0,42600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24820,-6570,0,1,0,Sales staff,1,1,1,3,42,1
3432,F,N,Y,1,40800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10950,-3285,0,0,1,Cooking staff,3,1,0,1,43,1
3433,F,N,Y,0,30100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17885,-6935,0,1,1,Security staff,2,2,1,1,15,1
3434,M,N,Y,1,86300.0,State servant,Higher education,Married,House / apartment,-8030,-10950,0,1,1,Medicine staff,3,1,1,0,3,1
